Cultivo;grupoCultivo;areaSembradaHa;produccionTon;rendimientoTonHa;grupoCultivoOrd;EstadoFinalOrd;PeriodoOrd;CicloOrd;CultivoFre
Papa;Raíces y Tubérculos;1250.0;31250.0;25.0;4;0;0;0;1585
Maíz;Cereales;8.0;6.71;0.84;5;0;1;0;1624
Zanahoria;Hortalizas;2.0;50.0;25.0;2;0;1;0;394
Papa;Raíces y Tubérculos;1250.0;25000.0;20.0;4;0;1;0;1585
Ciruela;Frutales;2.0;8.4;4.2;1;0;2;1;74
Curuba;Frutales;2.0;8.0;4.0;1;0;2;1;90
Durazno o Albaricoque;Frutales;4.0;18.0;9.0;1;0;2;1;216
Feijoa;Frutales;2.0;28.0;14.0;1;0;2;1;117
Mora;Frutales;3.0;6.0;2.0;1;0;2;1;339
Tomate de árbol;Frutales;4.0;19.0;4.75;1;0;2;1;324
Uchuva;Frutales;6.0;13.0;2.6;1;0;2;1;192
Avena;Cereales;20.0;31.0;1.94;5;0;0;0;88
Cebada;Cereales;2.0;4.0;2.0;5;0;0;0;186
Maíz;Cereales;14.0;13.42;1.12;5;0;0;0;1624
Ajo;Hortalizas;3.0;39.0;13.0;2;0;0;0;54
Cebolla De Bulbo;Hortalizas;3.0;60.0;20.0;2;0;0;0;541
Zanahoria;Hortalizas;24.0;720.0;30.0;2;0;0;0;394
Otras hortalizas;Hortalizas;4.0;108.0;27.0;2;0;0;0;288
Papa;Raíces y Tubérculos;350.0;3840.0;16.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;30.0;378.0;14.0;4;0;0;0;1585
Avena;Cereales;19.0;25.2;1.4;5;0;1;0;88
Ajo;Hortalizas;3.0;39.0;13.0;2;0;1;0;54
Cebolla De Bulbo;Hortalizas;5.0;60.0;15.0;2;0;1;0;541
Zanahoria;Hortalizas;19.0;513.0;27.0;2;0;1;0;394
Otras hortalizas;Hortalizas;4.0;33.0;11.0;2;0;1;0;288
Papa;Raíces y Tubérculos;320.0;4160.0;13.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;35.0;287.0;8.2;4;0;1;0;1585
Chamba;Frutales;4.0;20.0;5.0;1;0;2;1;14
Maracuyá;Frutales;4.0;120.0;30.0;1;0;2;1;86
Pitahaya;Frutales;17.0;80.0;4.71;1;0;2;1;55
Plátano;Frutales;7.0;11.5;2.3;1;0;2;1;392
Sacha inchi;Oleaginosas;2.0;2.0;2.0;8;0;2;1;31
Maíz;Cereales;15.0;15.0;1.0;5;0;0;0;1624
Tomate;Hortalizas;4.0;320.0;80.0;2;0;0;0;850
Yuca;Raíces y Tubérculos;8.0;72.0;9.0;4;0;0;0;602
Maíz;Cereales;12.0;12.0;1.0;5;0;1;0;1624
Tomate;Hortalizas;5.0;400.0;80.0;2;0;1;0;850
Durazno o Albaricoque;Frutales;4.0;8.0;4.0;1;0;2;1;216
Uchuva;Frutales;4.0;30.0;15.0;1;0;2;1;192
Cebada;Cereales;2.0;2.0;1.0;5;0;0;0;186
Maíz;Cereales;14.0;16.8;1.2;5;0;0;0;1624
Trigo;Cereales;10.0;9.0;0.9;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;5.0;75.0;15.0;2;0;0;0;541
Papa;Raíces y Tubérculos;36.0;720.0;20.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;7.0;105.0;15.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;5.0;65.0;13.0;2;0;1;0;541
Tomate;Hortalizas;4.0;200.0;50.0;2;0;1;0;850
Papa;Raíces y Tubérculos;22.0;440.0;20.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;5.0;75.0;15.0;4;0;1;0;1585
Durazno o Albaricoque;Frutales;9.0;160.0;20.0;1;0;2;1;216
Mango;Frutales;15.0;39.0;3.0;1;0;2;1;134
Plátano;Frutales;30.0;90.0;3.0;1;0;2;1;392
Otros cítricos;Frutales;91.0;680.0;8.0;1;0;2;1;58
Maíz;Cereales;300.0;280.0;1.0;5;0;0;0;1624
Trigo;Cereales;10.0;10.0;1.0;5;0;0;0;218
Tabaco;Cultivos Tropicales Tradicionales;0.0;0.0;0.0;6;0;0;0;21
Tomate;Hortalizas;15.0;420.0;30.0;2;0;0;0;850
Tomate;Hortalizas;3.0;180.0;60.0;2;0;0;0;850
Maíz;Cereales;150.0;140.0;1.0;5;0;1;0;1624
Trigo;Cereales;20.0;20.0;1.0;5;0;1;0;218
Tabaco;Cultivos Tropicales Tradicionales;0.0;0.0;0.0;6;0;1;0;21
Tomate;Hortalizas;15.0;420.0;30.0;2;0;1;0;850
Tomate;Hortalizas;33.0;180.0;60.0;2;0;1;0;850
Yuca;Raíces y Tubérculos;50.0;250.0;5.0;4;0;1;0;602
Mora;Frutales;15.0;120.0;8.0;1;0;2;1;339
Tomate de árbol;Frutales;15.0;481.0;32.07;1;0;2;1;324
Maíz;Cereales;11.0;13.2;1.2;5;0;0;0;1624
Cebolla De Bulbo;Hortalizas;3.0;9.0;3.0;2;0;0;0;541
Pepino Guiso;Hortalizas;3.0;15.0;5.0;2;0;0;0;137
Zanahoria;Hortalizas;76.0;2128.0;28.0;2;0;0;0;394
Arracacha;Raíces y Tubérculos;124.0;992.0;8.0;4;0;0;0;326
Papa;Raíces y Tubérculos;240.0;4800.0;20.0;4;0;0;0;1585
Maíz;Cereales;11.0;12.87;1.17;5;0;1;0;1624
Zanahoria;Hortalizas;180.0;5400.0;30.0;2;0;1;0;394
Papa;Raíces y Tubérculos;140.0;3640.0;26.0;4;0;1;0;1585
Aguacate;Frutales;25.0;165.0;9.71;1;0;2;1;456
Banano;Frutales;0.0;0.0;0.0;1;0;2;1;134
Guanábana;Frutales;85.0;880.0;19.56;1;0;2;1;114
Guayaba;Frutales;292.0;1350.0;7.5;1;0;2;1;80
Lulo;Frutales;50.0;72.0;8.0;1;0;2;1;223
Mora;Frutales;42.0;300.0;10.0;1;0;2;1;339
Naranja;Frutales;45.0;570.0;13.26;1;0;2;1;292
Pitahaya;Frutales;4.0;4.0;4.0;1;0;2;1;55
Plátano;Frutales;40.0;28.0;1.4;1;0;2;1;392
Maíz;Cereales;13.0;5.0;0.5;5;0;0;0;1624
Yuca;Raíces y Tubérculos;12.0;40.0;8.0;4;0;0;0;602
Maíz;Cereales;25.0;10.0;0.5;5;0;1;0;1624
Aguacate;Frutales;72.0;558.0;9.0;1;0;2;1;456
Guanábana;Frutales;16.0;210.0;14.0;1;0;2;1;114
Gulupa o cholupa;Frutales;21.0;198.0;18.0;1;0;2;1;133
Limón;Frutales;12.0;0.0;0.0;1;0;2;1;295
Mandarina;Frutales;73.0;1095.0;15.0;1;0;2;1;203
Mora;Frutales;10.0;80.0;8.0;1;0;2;1;339
Naranja;Frutales;100.0;1800.0;18.0;1;0;2;1;292
Tomate de árbol;Frutales;85.0;1241.0;17.0;1;0;2;1;324
Tomate;Hortalizas;7.0;490.0;70.0;2;0;0;0;850
Habichuela;Leguminosas;10.0;80.0;8.0;3;0;0;0;284
Papa;Raíces y Tubérculos;12.0;252.0;21.0;4;0;0;0;1585
Tomate;Hortalizas;15.0;980.0;70.0;2;0;1;0;850
Habichuela;Leguminosas;5.0;45.0;9.0;3;0;1;0;284
Papa;Raíces y Tubérculos;12.0;252.0;21.0;4;0;1;0;1585
Durazno o Albaricoque;Frutales;1.0;0.0;0.0;1;0;2;1;216
Feijoa;Frutales;1.0;0.0;0.0;1;0;2;1;117
Higo;Frutales;0.3;0.0;0.0;1;0;2;1;31
Cebada;Cereales;1.0;1.0;1.0;5;0;0;0;186
Maíz;Cereales;35.0;28.0;0.8;5;0;0;0;1624
Trigo;Cereales;3.0;3.0;1.0;5;0;0;0;218
Ahuyama;Hortalizas;1.0;5.0;5.0;2;0;0;0;224
Otras hortalizas;Hortalizas;2.5;3.75;1.5;2;0;0;0;288
Papa;Raíces y Tubérculos;6.0;60.0;10.0;4;0;0;0;1585
Otras hortalizas;Hortalizas;2.5;2.5;1.0;2;0;1;0;288
Curuba;Frutales;20.0;160.0;8.0;1;0;2;1;90
Fresa;Frutales;6.0;140.0;23.33;1;0;2;1;223
Mora;Frutales;5.0;20.0;4.0;1;0;2;1;339
Papayuela -Babaco;Frutales;20.0;140.0;7.0;1;0;2;1;17
Tomate de árbol;Frutales;12.0;240.0;20.0;1;0;2;1;324
Maíz;Cereales;97.0;121.0;1.25;5;0;0;0;1624
Trigo;Cereales;21.0;64.0;3.05;5;0;0;0;218
Zanahoria;Hortalizas;80.0;1591.0;19.89;2;0;0;0;394
Papa;Raíces y Tubérculos;80.0;959.0;11.99;4;0;0;0;1585
Papa;Raíces y Tubérculos;130.0;1556.0;11.97;4;0;0;0;1585
Maíz;Cereales;100.0;129.0;1.29;5;0;1;0;1624
Zanahoria;Hortalizas;88.0;1764.0;20.05;2;0;1;0;394
Papa;Raíces y Tubérculos;84.0;1006.0;11.98;4;0;1;0;1585
Papa;Raíces y Tubérculos;141.0;1698.0;12.04;4;0;1;0;1585
Aguacate;Frutales;7.0;0.0;0.0;1;0;2;1;456
Granadilla;Frutales;8.0;20.0;2.5;1;0;2;1;131
Mora;Frutales;0.25;1.25;5.0;1;0;2;1;339
Plátano;Frutales;132.0;1098.0;9.0;1;0;2;1;392
Maíz;Cereales;45.0;36.0;0.9;5;0;0;0;1624
Malanga, Achín, Yota, Papa China, Bore;Raíces y Tubérculos;70.0;315.0;5.0;4;0;0;0;29
Yuca;Raíces y Tubérculos;80.0;525.0;7.0;4;0;0;0;602
Maíz;Cereales;40.0;31.5;0.9;5;0;1;0;1624
Durazno o Albaricoque;Frutales;2.0;15.0;15.0;1;0;2;1;216
Manzana;Frutales;2.0;12.0;12.0;1;0;2;1;61
Uchuva;Frutales;5.0;30.0;10.0;1;0;2;1;192
Zanahoria;Hortalizas;3.0;32.0;16.0;2;0;0;0;394
Otras hortalizas;Hortalizas;1.0;9.0;9.0;2;0;0;0;288
Papa;Raíces y Tubérculos;12.0;144.0;12.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;5.0;55.0;11.0;2;0;1;0;541
Zanahoria;Hortalizas;0.4;7.2;18.0;2;0;1;0;394
Otras hortalizas;Hortalizas;1.0;9.0;9.0;2;0;1;0;288
Papa;Raíces y Tubérculos;28.0;280.0;10.0;4;0;1;0;1585
Aguacate;Frutales;28.0;140.0;5.0;1;0;2;1;456
Granadilla;Frutales;8.0;64.0;8.0;1;0;2;1;131
Mora;Frutales;2.0;14.0;7.0;1;0;2;1;339
Plátano;Frutales;20.0;160.0;8.0;1;0;2;1;392
Tomate de árbol;Frutales;3.5;70.0;20.0;1;0;2;1;324
Maíz;Cereales;15.0;14.0;1.0;5;0;0;0;1624
Pepino Guiso;Hortalizas;3.0;45.0;15.0;2;0;0;0;137
Achira;Raíces y Tubérculos;12.0;72.0;6.0;4;0;0;0;69
Arracacha;Raíces y Tubérculos;2.0;20.0;10.0;4;0;0;0;326
Papa;Raíces y Tubérculos;3.5;90.0;30.0;4;0;0;0;1585
Yuca;Raíces y Tubérculos;2.0;16.0;8.0;4;0;0;0;602
Maíz;Cereales;5.0;1.4;0.28;5;0;1;0;1624
Pepino Guiso;Hortalizas;4.0;40.0;10.0;2;0;1;0;137
Achira;Raíces y Tubérculos;9.5;57.0;6.0;4;0;1;0;69
Arracacha;Raíces y Tubérculos;1.0;10.0;10.0;4;0;1;0;326
Papa;Raíces y Tubérculos;1.5;45.0;30.0;4;0;1;0;1585
Yuca;Raíces y Tubérculos;1.0;8.0;8.0;4;0;1;0;602
Curuba;Frutales;8.0;40.0;5.0;1;0;2;1;90
Feijoa;Frutales;5.0;35.0;7.0;1;0;2;1;117
Fresa;Frutales;6.0;72.0;12.0;1;0;2;1;223
Lulo;Frutales;22.0;119.0;7.0;1;0;2;1;223
Mora;Frutales;30.0;240.0;8.0;1;0;2;1;339
Tomate de árbol;Frutales;48.0;245.0;7.0;1;0;2;1;324
Maíz;Cereales;100.0;41.95;0.42;5;0;0;0;1624
Papa;Raíces y Tubérculos;200.0;2400.0;12.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;50.0;40.0;0.8;4;0;0;0;1585
Papa;Raíces y Tubérculos;310.0;4030.0;13.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;50.0;450.0;9.0;4;0;1;0;1585
Chirimoya;Frutales;64.0;1160.0;18.71;1;0;2;1;17
Durazno o Albaricoque;Frutales;15.0;32.0;6.4;1;0;2;1;216
Mora;Frutales;6.0;42.0;7.0;1;0;2;1;339
Naranja;Frutales;9.0;32.0;6.4;1;0;2;1;292
Tomate de árbol;Frutales;6.0;90.0;15.0;1;0;2;1;324
Maíz;Cereales;70.0;91.0;1.3;5;0;0;0;1624
Cebolla De Bulbo;Hortalizas;35.0;665.0;19.0;2;0;0;0;541
Papa;Raíces y Tubérculos;100.0;1800.0;18.0;4;0;0;0;1585
Maíz;Cereales;70.0;91.0;1.3;5;0;1;0;1624
Cebolla De Bulbo;Hortalizas;35.0;665.0;19.0;2;0;1;0;541
Papa;Raíces y Tubérculos;110.0;1980.0;18.0;4;0;1;0;1585
Aguacate;Frutales;2.0;0.0;0.0;1;0;2;1;456
Brevo;Frutales;139.0;695.0;5.0;1;0;2;1;38
Durazno o Albaricoque;Frutales;15.0;0.0;0.0;1;0;2;1;216
Mora;Frutales;4.0;8.0;2.0;1;0;2;1;339
Tomate de árbol;Frutales;20.0;100.0;10.0;1;0;2;1;324
Maíz;Cereales;28.0;39.2;1.4;5;0;0;0;1624
Trigo;Cereales;14.0;28.0;2.0;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;20.0;400.0;20.0;2;0;0;0;541
Papa;Raíces y Tubérculos;210.0;2520.0;12.0;4;0;0;0;1585
Maíz;Cereales;70.0;84.0;1.4;5;0;1;0;1624
Trigo;Cereales;25.0;50.0;2.0;5;0;1;0;218
Cebolla De Bulbo;Hortalizas;75.0;1140.0;20.0;2;0;1;0;541
Cebolla De Rama;Hortalizas;4.0;75.0;25.0;2;0;1;0;75
Papa;Raíces y Tubérculos;231.0;2772.0;12.0;4;0;1;0;1585
Limón;Frutales;9.0;160.0;20.0;1;0;2;1;295
Limón;Frutales;6.0;0.0;0.0;1;0;2;1;295
Lulo;Frutales;9.0;120.0;20.0;1;0;2;1;223
Naranja;Frutales;4.0;0.0;0.0;1;0;2;1;292
Naranja;Frutales;12.0;300.0;30.0;1;0;2;1;292
Plátano;Frutales;147.0;534.0;6.0;1;0;2;1;392
Sacha inchi;Oleaginosas;15.0;12.0;1.0;8;0;2;1;31
Maíz;Cereales;120.0;172.5;1.5;5;0;0;0;1624
Yuca;Raíces y Tubérculos;30.0;300.0;10.0;4;0;0;0;602
Maíz;Cereales;110.0;132.0;1.2;5;0;1;0;1624
Yuca;Raíces y Tubérculos;28.0;280.0;10.0;4;0;1;0;602
Fresa;Frutales;1.7;10.5;15.0;1;0;2;1;223
Avena;Cereales;20.0;26.0;1.3;5;0;0;0;88
Cebada;Cereales;90.0;162.0;1.8;5;0;0;0;186
Maíz;Cereales;15.0;7.5;0.5;5;0;0;0;1624
Quinua;Cereales;4.0;5.2;1.3;5;0;0;0;66
Trigo;Cereales;10.0;16.0;1.6;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;10.0;150.0;15.0;2;0;0;0;541
Otras hortalizas;Hortalizas;3.0;9.0;3.0;2;0;0;0;288
Papa;Raíces y Tubérculos;60.0;1500.0;25.0;4;0;0;0;1585
Avena;Cereales;15.0;13.5;0.9;5;0;1;0;88
Cebada;Cereales;70.0;105.0;1.5;5;0;1;0;186
Quinua;Cereales;5.0;4.5;0.9;5;0;1;0;66
Cebolla De Bulbo;Hortalizas;15.0;180.0;12.0;2;0;1;0;541
Otras hortalizas;Hortalizas;1.5;1.5;1.0;2;0;1;0;288
Papa;Raíces y Tubérculos;50.0;900.0;18.0;4;0;1;0;1585
Feijoa;Frutales;35.0;280.0;14.0;1;0;2;1;117
Lulo;Frutales;55.0;825.0;15.0;1;0;2;1;223
Mora;Frutales;56.0;392.0;7.0;1;0;2;1;339
Tomate de árbol;Frutales;122.0;1464.0;12.0;1;0;2;1;324
Uchuva;Frutales;113.0;1600.0;20.0;1;0;2;1;192
Avena;Cereales;0.0;0.0;0.0;5;0;0;0;88
Tomate;Hortalizas;0.75;9.0;12.0;2;0;0;0;850
Arracacha;Raíces y Tubérculos;30.0;625.0;20.83;4;0;0;0;326
Papa;Raíces y Tubérculos;264.0;3226.0;12.22;4;0;0;0;1585
Tomate;Hortalizas;0.75;9.0;12.0;2;0;1;0;850
Arracacha;Raíces y Tubérculos;30.0;630.0;21.0;4;0;1;0;326
Papa;Raíces y Tubérculos;245.0;3062.5;12.5;4;0;1;0;1585
Ciruela;Frutales;32.0;0.0;0.0;1;0;2;1;74
Curuba;Frutales;20.0;0.0;0.0;1;0;2;1;90
Durazno o Albaricoque;Frutales;63.0;1364.0;21.65;1;0;2;1;216
Feijoa;Frutales;3.0;0.0;0.0;1;0;2;1;117
Fresa;Frutales;5.0;0.0;0.0;1;0;2;1;223
Mora;Frutales;67.0;402.0;6.18;1;0;2;1;339
Avena;Cereales;25.0;37.0;1.48;5;0;0;0;88
Cebada;Cereales;12.0;24.0;2.0;5;0;0;0;186
Maíz;Cereales;0.0;0.0;0.0;5;0;0;0;1624
Trigo;Cereales;10.0;20.0;2.0;5;0;0;0;218
Otras hortalizas;Hortalizas;20.0;240.0;12.0;2;0;0;0;288
Papa;Raíces y Tubérculos;650.0;14300.0;22.0;4;0;0;0;1585
Avena;Cereales;20.0;46.0;2.3;5;0;1;0;88
Cebada;Cereales;10.0;25.0;2.5;5;0;1;0;186
Maíz;Cereales;63.0;75.6;1.2;5;0;1;0;1624
Trigo;Cereales;9.0;18.0;2.0;5;0;1;0;218
Otras hortalizas;Hortalizas;18.0;216.0;12.0;2;0;1;0;288
Papa;Raíces y Tubérculos;550.0;13750.0;25.0;4;0;1;0;1585
Aguacate;Frutales;204.0;850.3;7.73;1;0;2;1;456
Guanábana;Frutales;17.0;204.0;12.0;1;0;2;1;114
Mangostino;Frutales;10.0;100.0;10.0;1;0;2;1;4
Naranja;Frutales;205.0;1780.0;10.0;1;0;2;1;292
Pitahaya;Frutales;8.0;64.0;8.0;1;0;2;1;55
Plátano;Frutales;150.0;1200.0;8.0;1;0;2;1;392
Maíz;Cereales;48.0;60.0;1.5;5;0;0;0;1624
Yuca;Raíces y Tubérculos;90.0;1500.0;20.0;4;0;0;0;602
Maíz;Cereales;60.0;82.5;1.5;5;0;1;0;1624
Arándano;Frutales;2.0;32.0;16.0;1;0;2;1;122
Brevo;Frutales;7.7;46.2;6.0;1;0;2;1;38
Durazno o Albaricoque;Frutales;9.9;120.15;13.5;1;0;2;1;216
Uva;Frutales;10.0;21.6;2.4;1;0;2;1;22
Cebada;Cereales;1.0;2.0;2.0;5;0;0;0;186
Maíz;Cereales;14.0;16.32;1.2;5;0;0;0;1624
Trigo;Cereales;2.0;3.6;2.0;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;29.0;672.0;24.0;2;0;0;0;541
Tomate;Hortalizas;18.0;765.0;45.0;2;0;0;0;850
Otras hortalizas;Hortalizas;1.0;5.0;5.0;2;0;0;0;288
Papa;Raíces y Tubérculos;4.0;88.0;22.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;31.0;600.0;20.0;2;0;1;0;541
Tomate;Hortalizas;18.0;765.0;45.0;2;0;1;0;850
Otras hortalizas;Hortalizas;1.5;5.0;5.0;2;0;1;0;288
Papa;Raíces y Tubérculos;1.0;17.6;22.0;4;0;1;0;1585
Aguacate;Frutales;8.0;63.0;12.6;1;0;2;1;456
Durazno o Albaricoque;Frutales;11.0;126.0;15.75;1;0;2;1;216
Maracuyá;Frutales;8.0;70.0;11.67;1;0;2;1;86
Piña;Frutales;57.0;495.0;10.31;1;0;2;1;30
Uva;Frutales;7.0;21.0;5.25;1;0;2;1;22
Otros cítricos;Frutales;11.0;70.0;11.67;1;0;2;1;58
Maíz;Cereales;100.0;150.0;1.5;5;0;0;0;1624
Tabaco;Cultivos Tropicales Tradicionales;200.0;300.0;1.5;6;0;0;0;21
Melón;Hortalizas;5.0;250.0;50.0;2;0;0;0;32
Tomate;Hortalizas;40.0;1120.0;28.0;2;0;0;0;850
Yuca;Raíces y Tubérculos;15.0;150.0;10.0;4;0;0;0;602
Maíz;Cereales;90.0;130.0;1.44;5;0;1;0;1624
Tabaco;Cultivos Tropicales Tradicionales;200.0;300.0;1.5;6;0;1;0;21
Melón;Hortalizas;3.0;150.0;50.0;2;0;1;0;32
Tomate;Hortalizas;20.0;950.0;47.5;2;0;1;0;850
Yuca;Raíces y Tubérculos;15.0;150.0;10.0;4;0;1;0;602
Plátano;Frutales;56.0;192.0;12.0;1;0;2;1;392
Otros cítricos;Frutales;15.0;0.0;0.0;1;0;2;1;58
Maíz;Cereales;15.0;22.0;1.47;5;0;0;0;1624
Yuca;Raíces y Tubérculos;20.0;200.0;10.0;4;0;0;0;602
Maíz;Cereales;10.0;15.0;1.5;5;0;1;0;1624
Yuca;Raíces y Tubérculos;20.0;180.0;10.0;4;0;1;0;602
Durazno o Albaricoque;Frutales;3.0;36.0;12.0;1;0;2;1;216
Fresa;Frutales;2.0;30.0;15.0;1;0;2;1;223
Avena;Cereales;8.0;14.0;2.0;5;0;0;0;88
Cebada;Cereales;20.0;40.0;2.0;5;0;0;0;186
Maíz;Cereales;18.0;32.4;1.8;5;0;0;0;1624
Cebolla De Bulbo;Hortalizas;100.0;4000.0;40.0;2;0;0;0;541
Lechuga;Hortalizas;5.0;72.0;18.0;2;0;0;0;197
Remolacha;Hortalizas;2.0;70.0;35.0;2;0;0;0;61
Zanahoria;Hortalizas;2.0;50.0;25.0;2;0;0;0;394
Papa;Raíces y Tubérculos;200.0;4004.0;20.02;4;0;0;0;1585
Avena;Cereales;19.0;38.0;2.0;5;0;1;0;88
Cebada;Cereales;17.0;4.0;1.0;5;0;1;0;186
Maíz;Cereales;12.0;21.6;1.8;5;0;1;0;1624
Cebolla De Bulbo;Hortalizas;130.0;3500.0;35.0;2;0;1;0;541
Lechuga;Hortalizas;1.0;15.0;15.0;2;0;1;0;197
Remolacha;Hortalizas;2.0;50.0;25.0;2;0;1;0;61
Zanahoria;Hortalizas;1.0;25.0;25.0;2;0;1;0;394
Papa;Raíces y Tubérculos;350.0;7000.0;20.0;4;0;1;0;1585
Fresa;Frutales;7.0;30.0;15.0;1;0;2;1;223
Gulupa o cholupa;Frutales;3.0;3.6;3.6;1;0;2;1;133
Uchuva;Frutales;23.0;33.6;3.36;1;0;2;1;192
Cebolla De Bulbo;Hortalizas;5.0;200.0;40.0;2;0;0;0;541
Cebolla De Rama;Hortalizas;105.0;1575.0;15.0;2;0;0;0;75
Papa;Raíces y Tubérculos;20.0;660.0;33.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;3.0;18.0;6.0;4;0;0;0;1585
Cebolla De Bulbo;Hortalizas;5.0;150.0;30.0;2;0;1;0;541
Cebolla De Rama;Hortalizas;105.0;1575.0;15.0;2;0;1;0;75
Papa;Raíces y Tubérculos;20.0;680.0;34.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;3.0;15.0;5.0;4;0;1;0;1585
Maíz;Cereales;20.0;32.72;1.82;5;0;0;0;1624
Cebolla De Bulbo;Hortalizas;95.0;2250.0;25.0;2;0;0;0;541
Zanahoria;Hortalizas;75.0;1050.0;15.0;2;0;0;0;394
Papa;Raíces y Tubérculos;650.0;12400.0;20.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;40.0;280.0;8.0;4;0;0;0;1585
Maíz;Cereales;20.0;32.72;1.82;5;0;1;0;1624
Cebolla De Bulbo;Hortalizas;110.0;2500.0;25.0;2;0;1;0;541
Zanahoria;Hortalizas;90.0;1275.0;15.0;2;0;1;0;394
Papa;Raíces y Tubérculos;750.0;14400.0;20.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;40.0;280.0;8.0;4;0;1;0;1585
Aguacate;Frutales;2.9;12.0;8.0;1;0;2;1;456
Granadilla;Frutales;3.8;21.0;6.0;1;0;2;1;131
Plátano;Frutales;10.8;55.0;5.5;1;0;2;1;392
Maíz;Cereales;5.0;2.1;0.42;5;0;0;0;1624
Otras hortalizas;Hortalizas;4.0;6.0;1.5;2;0;0;0;288
Arracacha;Raíces y Tubérculos;0.3;6.6;22.0;4;0;0;0;326
Papa;Raíces y Tubérculos;5.0;100.0;20.0;4;0;0;0;1585
Yuca;Raíces y Tubérculos;2.0;40.0;20.0;4;0;0;0;602
Maíz;Cereales;4.0;1.68;0.42;5;0;1;0;1624
Otras hortalizas;Hortalizas;3.0;4.5;1.5;2;0;1;0;288
Arracacha;Raíces y Tubérculos;0.5;9.0;18.0;4;0;1;0;326
Papa;Raíces y Tubérculos;6.0;102.0;17.0;4;0;1;0;1585
Yuca;Raíces y Tubérculos;1.0;17.0;17.0;4;0;1;0;602
Arándano;Frutales;4.0;0.0;0.0;1;0;2;1;122
Brevo;Frutales;1.5;6.0;4.0;1;0;2;1;38
Ciruela;Frutales;24.0;210.0;8.75;1;0;2;1;74
Durazno o Albaricoque;Frutales;17.0;170.0;10.0;1;0;2;1;216
Feijoa;Frutales;15.0;78.0;5.2;1;0;2;1;117
Fresa;Frutales;1.16;0.0;0.0;1;0;2;1;223
Gulupa o cholupa;Frutales;7.0;100.0;20.0;1;0;2;1;133
Manzana;Frutales;5.0;52.0;10.4;1;0;2;1;61
Mora;Frutales;12.8;50.0;5.0;1;0;2;1;339
Tomate de árbol;Frutales;5.0;110.0;22.0;1;0;2;1;324
Maíz;Cereales;65.0;50.92;1.5;5;0;0;0;1624
Brócoli;Hortalizas;6.0;149.76;26.0;2;0;0;0;69
Cebolla De Bulbo;Hortalizas;40.0;970.0;25.0;2;0;0;0;541
Cilantro;Hortalizas;6.0;192.06;33.0;2;0;0;0;129
Espinaca;Hortalizas;10.0;175.0;18.04;2;0;0;0;39
Lechuga;Hortalizas;16.0;682.4;43.97;2;0;0;0;197
Repollo;Hortalizas;10.0;550.0;56.7;2;0;0;0;48
Tomate;Hortalizas;2.1;267.0;127.14;2;0;0;0;850
Zanahoria;Hortalizas;2.0;50.0;25.77;2;0;0;0;394
Papa;Raíces y Tubérculos;15.0;261.9;18.0;4;0;0;0;1585
Papa;Raíces y Tubérculos;3.0;46.56;16.0;4;0;0;0;1585
Brócoli;Hortalizas;6.0;150.0;26.04;2;0;1;0;69
Cebolla De Bulbo;Hortalizas;40.0;970.0;25.0;2;0;1;0;541
Cilantro;Hortalizas;6.0;192.06;33.0;2;0;1;0;129
Espinaca;Hortalizas;10.0;175.0;18.04;2;0;1;0;39
Lechuga;Hortalizas;16.0;682.4;42.86;2;0;1;0;197
Repollo;Hortalizas;10.0;550.0;56.7;2;0;1;0;48
Tomate;Hortalizas;2.1;267.0;127.14;2;0;1;0;850
Zanahoria;Hortalizas;2.0;50.0;25.77;2;0;1;0;394
Papa;Raíces y Tubérculos;15.0;261.9;18.0;4;0;1;0;1585
Papa;Raíces y Tubérculos;3.0;46.56;16.0;4;0;1;0;1585
Cebada;Cereales;10.0;9.6;0.96;5;0;0;0;186
Maíz;Cereales;10.0;5.0;0.5;5;0;0;0;1624
Trigo;Cereales;20.0;20.0;1.0;5;0;0;0;218
Cebolla De Bulbo;Hortalizas;12.0;150.0;12.5;2;0;0;0;541
Papa;Raíces y Tubérculos;300.0;2700.0;9.0;4;0;0;0;1585
Cebada;Cereales;8.0;7.0;1.0;5;0;1;0;186
Trigo;Cereales;16.0;15.0;0.94;5;0;1;0;218
Cebolla De Bulbo;Hortalizas;10.0;108.0;12.0;2;0;1;0;541
Papa;Raíces y Tubérculos;100.0;950.0;9.5;4;0;1;0;1585
